timestamp,open,high,low,close,volume,amount
2025-09-24,3692.9,3697.07,3692.62,3697.07,217895,805573163.15
2025-09-25,3724.31,3734.52,3722.24,3722.24,461884,1719242597.1
2025-09-26,3706.33,3714.72,3692.78,3714.72,478359,1776968543.69
2025-09-29,3702.19,3707.24,3697.85,3697.85,306848,1134676958.58
2025-09-30,3702.3,3724.91,3699.51,3699.51,250801,927840669.19
2025-10-01,3694.59,3695.72,3681.62,3689.22,491820,1814433446.77
2025-10-02,3668.8,3669.68,3646.23,3664.34,464994,1703894920.11
2025-10-03,3653.28,3658.05,3652.86,3652.86,126615,462506529.79
2025-10-06,3634.98,3645.76,3632.86,3632.98,316688,1150521005.03
2025-10-07,3616.21,3626.11,3613.93,3613.93,388543,1404166806.47
2025-10-08,3614.47,3615.28,3602.66,3602.66,349403,1258778852.59
2025-10-09,3584.99,3585.94,3576.42,3583.41,438636,1571813257.33
2025-10-10,3599.99,3606.21,3595.8,3595.8,487284,1752177927.62
2025-10-13,3583.86,3607.02,3578.56,3581.29,192163,688191109.18
2025-10-14,3579.46,3580.56,3570.38,3570.38,197680,705792429.14
2025-10-15,3600.65,3610.58,3582.36,3593.32,104858,376787854.32
2025-10-16,3582.58,3595.54,3574.44,3579.44,338209,1210597161.88
2025-10-17,3594.01,3594.86,3570.4,3594.73,364352,1309746598.01
2025-10-20,3582.39,3583.7,3577.87,3583.7,340603,1220617822.05
2025-10-21,3567.22,3580.0,3558.19,3567.86,254677,908652366.15
2025-10-22,3543.14,3550.09,3534.25,3550.09,312593,1109733909.38
2025-10-23,3557.25,3567.9,3544.53,3563.42,196878,701558585.37
2025-10-24,3579.65,3580.96,3578.58,3579.29,301103,1077733586.64
2025-10-27,3582.32,3599.0,3574.2,3580.39,478998,1715000423.56
2025-10-28,3571.17,3574.61,3566.51,3574.61,450112,1608976166.8
2025-10-29,3585.83,3591.62,3576.04,3591.12,468866,1683753937.63
2025-10-30,3596.23,3611.42,3580.93,3581.68,292698,1048349749.55
2025-10-31,3576.5,3581.13,3572.64,3579.93,492028,1761424880.48
2025-11-03,3598.62,3599.3,3592.05,3592.05,497069,1785496685.15
2025-11-04,3575.21,3578.66,3573.72,3578.66,495700,1773939629.12
2025-11-05,3562.08,3572.04,3549.98,3560.51,289679,1031406072.68
2025-11-06,3583.21,3589.29,3571.55,3587.03,365020,1309336538.78
2025-11-07,3598.65,3610.5,3588.61,3610.5,331651,1197426011.33
2025-11-10,3625.55,3630.08,3621.77,3623.81,367583,1332051384.59
2025-11-11,3626.95,3628.08,3619.95,3628.08,395651,1435454550.6
2025-11-12,3652.05,3656.01,3646.44,3646.44,307591,1121612582.38
2025-11-13,3655.18,3655.95,3654.4,3655.95,322139,1177725175.0
2025-11-14,3662.09,3665.09,3638.75,3661.4,136185,498627322.85
2025-11-17,3688.65,3689.63,3687.19,3689.63,171003,630937543.88
2025-11-18,3704.48,3732.03,3698.13,3698.13,300529,1111393986.51
2025-11-19,3677.47,3684.57,3674.54,3679.75,446969,1644734713.47
2025-11-20,3696.84,3700.63,3693.63,3693.75,381678,1409821628.03
2025-11-21,3699.39,3702.64,3680.58,3697.37,496455,1835577266.29
2025-11-24,3722.57,3723.77,3716.77,3716.77,378886,1408233930.8
2025-11-25,3721.9,3726.87,3716.27,3723.04,198818,740206557.45
2025-11-26,3758.56,3764.72,3744.74,3764.72,319802,1203963747.42
2025-11-27,3751.82,3767.33,3746.13,3748.01,135279,507026795.99
2025-11-28,3764.92,3766.47,3752.19,3757.73,125520,471670737.81
2025-12-01,3772.27,3775.28,3760.72,3775.28,495515,1870707909.26
2025-12-02,3793.2,3795.78,3784.94,3793.04,483525,1834029917.82
2025-12-03,3790.3,3796.34,3787.69,3787.69,224205,849218974.47
2025-12-04,3799.91,3805.18,3796.13,3796.13,257549,977689818.41
2025-12-05,3808.14,3820.74,3794.47,3801.04,191820,729114847.0
2025-12-08,3805.23,3812.74,3778.46,3805.82,437282,1664217577.89
2025-12-09,3808.72,3824.18,3804.38,3816.26,178233,680183926.25
2025-12-10,3828.76,3834.82,3821.54,3827.35,218145,834918342.04
2025-12-11,3835.46,3850.35,3827.84,3827.84,394852,1511431324.25
2025-12-12,3830.05,3835.47,3820.31,3828.57,233691,894702041.39
2025-12-15,3850.27,3864.08,3833.16,3843.0,148477,570596499.79
2025-12-16,3830.89,3835.07,3821.67,3833.37,417178,1599198192.15
2025-12-17,3824.36,3836.62,3817.95,3836.62,479744,1840594141.88
2025-12-18,3846.91,3853.07,3841.34,3853.07,258957,997778241.22
2025-12-19,3870.77,3871.24,3847.15,3862.9,161507,623884670.79
2025-12-22,3877.17,3893.93,3863.93,3870.86,468977,1815342264.33
2025-12-23,3894.86,3916.17,3878.49,3890.41,299576,1165474415.1
2025-12-24,3883.63,3886.68,3880.25,3886.68,360716,1401986974.07
2025-12-25,3874.5,3878.32,3871.58,3871.58,267894,1037173193.1
2025-12-26,3898.01,3902.94,3886.98,3902.94,216011,843078091.98
2025-12-29,3916.11,3917.91,3903.6,3912.62,477493,1868251007.12
2025-12-30,3918.18,3921.03,3913.48,3921.03,228833,897260251.32
2025-12-31,3911.92,3911.99,3908.85,3908.85,356178,1392247615.17
2026-01-01,3942.35,3945.34,3936.29,3942.63,284641,1122234673.06
2026-01-02,3966.43,3980.38,3944.19,3967.74,384235,1524544424.14
2026-01-05,4016.5,4018.03,3997.6,4014.21,138970,557854440.27
2026-01-06,4045.99,4051.01,4045.06,4045.06,430669,1742083318.91
2026-01-07,4058.24,4073.81,4046.39,4058.79,295664,1200036870.74
2026-01-08,4088.7,4093.98,4068.49,4081.57,445654,1818968280.46
2026-01-09,4089.52,4089.61,4088.06,4089.12,377567,1543918591.33
2026-01-12,4094.33,4106.53,4091.64,4103.53,465879,1911750396.82
2026-01-13,4099.06,4115.15,4095.05,4097.02,150496,616584915.32
2026-01-14,4093.59,4094.72,4088.02,4089.41,285829,1168873085.19
2026-01-15,4094.9,4104.9,4087.78,4100.75,396223,1624811143.66
2026-01-16,4108.42,4123.86,4102.62,4122.69,142266,586519205.63
2026-01-19,4111.12,4127.38,4110.85,4110.85,298843,1228498814.99
2026-01-20,4103.43,4111.36,4093.26,4094.0,143351,586878340.79
2026-01-21,4082.32,4082.33,4079.55,4079.55,149997,611920236.33
2026-01-22,4109.94,4123.71,4107.22,4123.71,462958,1909106655.46
2026-01-23,4140.03,4147.4,4136.26,4140.93,246996,1022793894.3
2026-01-26,4158.37,4165.99,4135.88,4162.15,264880,1102470092.42
2026-01-27,4173.69,4174.36,4162.25,4174.36,308821,1289128906.44
2026-01-28,4186.63,4190.28,4174.73,4182.59,304030,1271631327.96
2026-01-29,4174.67,4185.86,4162.44,4183.42,461397,1930219548.16
2026-01-30,4180.43,4192.07,4177.16,4180.01,329160,1375891211.91
2026-02-02,4179.05,4183.0,4168.16,4172.28,412270,1720104243.16
2026-02-03,4149.56,4159.98,4141.71,4150.74,336218,1395554790.25
2026-02-04,4134.09,4134.64,4124.18,4131.02,456355,1885209862.16
2026-02-05,4115.33,4120.36,4114.17,4114.17,229210,943009452.11
2026-02-06,4109.17,4113.19,4100.24,4113.19,432346,1778322489.72
2026-02-09,4116.63,4124.82,4113.82,4119.32,261620,1077695486.84
2026-02-10,4089.98,4095.74,4086.55,4092.03,325957,1333824215.87
2026-02-11,4068.0,4072.02,4066.07,4069.01,285553,1161918113.96
2026-02-12,4043.58,4048.09,4039.3,4039.3,106470,430064064.66
2026-02-13,4028.63,4038.19,4010.09,4037.36,227266,917554865.55
2026-02-16,4021.06,4023.72,4017.05,4023.72,257879,1037632851.9
2026-02-17,4014.26,4019.84,4010.27,4019.84,257156,1033726493.16
2026-02-18,4004.99,4005.39,4004.91,4005.39,427697,1713091641.59
2026-02-19,3975.36,3975.72,3970.15,3975.72,103548,411678052.51
2026-02-20,3978.87,3981.71,3965.73,3968.97,272774,1082632292.59
2026-02-23,3943.47,3947.36,3937.0,3937.0,411633,1620599845.89
2026-02-24,3934.64,3941.27,3928.3,3932.89,264722,1041123623.32
2026-02-25,3928.2,3937.26,3921.34,3937.26,431823,1700197804.56
2026-02-26,3906.01,3906.75,3905.55,3906.75,306011,1195507913.97
2026-02-27,3871.82,3889.22,3861.16,3889.22,194333,755802859.18
2026-03-02,3868.63,3880.12,3857.98,3866.04,471388,1822404772.31
2026-03-03,3859.84,3877.14,3857.99,3857.99,314508,1213367947.59
2026-03-04,3841.02,3845.87,3838.54,3845.87,180815,695390906.39
2026-03-05,3826.79,3844.01,3799.45,3837.76,351257,1348039609.74
2026-03-06,3808.11,3814.21,3790.21,3800.64,319310,1213581995.05
2026-03-09,3761.11,3765.9,3747.61,3765.9,381493,1436665084.47
2026-03-10,3724.15,3736.47,3718.31,3727.98,448491,1671965511.47
2026-03-11,3700.5,3711.9,3672.93,3706.8,455190,1687297940.44
2026-03-12,3668.84,3689.64,3660.09,3681.28,155545,572604252.92
2026-03-13,3678.48,3679.0,3666.41,3677.83,404358,1487161724.17
2026-03-16,3659.29,3665.83,3651.45,3665.64,456282,1672564120.88
2026-03-17,3636.13,3642.36,3634.88,3637.61,154813,563148970.22
2026-03-18,3613.61,3635.21,3597.42,3621.36,482809,1748427575.96
2026-03-19,3615.06,3621.78,3608.52,3616.57,353192,1277344762.38
2026-03-20,3598.22,3601.91,3596.3,3596.3,135218,486284060.14
2026-03-23,3573.62,3590.95,3559.03,3583.91,439722,1575925564.86
2026-03-24,3590.64,3602.02,3575.78,3585.04,370529,1328361969.11
2026-03-25,3575.14,3580.4,3551.68,3567.73,221559,790462820.62
2026-03-26,3560.17,3573.64,3554.48,3570.96,307399,1097708573.29
2026-03-27,3577.66,3580.18,3573.31,3580.18,303861,1087875737.45
2026-03-30,3577.52,3577.71,3574.76,3577.71,132801,475123960.34
2026-03-31,3541.07,3549.45,3531.78,3539.32,203323,719624849.22
2026-04-01,3515.4,3517.46,3507.44,3507.96,435076,1526227045.17
2026-04-02,3489.8,3498.95,3485.96,3492.26,284541,993692495.26
2026-04-03,3491.89,3503.33,3485.79,3485.79,255946,892173999.38
2026-04-06,3492.02,3498.55,3487.95,3487.95,225080,785067127.9
2026-04-07,3473.77,3479.75,3469.61,3469.61,319277,1107765615.65
2026-04-08,3442.88,3450.33,3432.66,3447.18,381741,1315929814.32
2026-04-09,3429.41,3442.91,3416.69,3429.4,356713,1223313047.95
2026-04-10,3417.17,3423.42,3409.58,3409.58,288239,982773419.93
2026-04-13,3417.3,3420.73,3413.97,3420.73,394430,1349237195.17
2026-04-14,3394.83,3395.23,3390.7,3390.7,332706,1128105749.2
2026-04-15,3376.52,3376.82,3359.92,3376.82,253139,854803645.49
2026-04-16,3379.75,3381.21,3375.56,3381.21,396563,1340861532.82
2026-04-17,3372.89,3389.91,3368.22,3371.68,159877,539054363.11
2026-04-20,3363.79,3376.22,3351.31,3363.21,496773,1670753789.26
2026-04-21,3380.97,3385.09,3351.97,3374.01,153695,518569001.62
2026-04-22,3367.22,3381.73,3366.91,3381.73,116898,395317468.86
2026-04-23,3364.13,3367.01,3359.75,3359.75,161544,542747798.09
2026-04-24,3357.6,3364.86,3352.64,3352.64,283831,951583237.32
2026-04-27,3363.4,3373.92,3350.95,3368.23,208328,701696136.5
2026-04-28,3376.8,3393.47,3365.64,3372.59,412925,1392628077.86
2026-04-29,3358.23,3360.37,3355.88,3355.88,240164,805961839.28
2026-04-30,3372.12,3375.66,3357.25,3363.49,171087,575449877.47
